,Facility,Year,Media Type,Chemical,Releases (lb),Parent_Company
597,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Zinc and zinc compounds,15230.0,HECLA MINING CO
598,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Arsenic and arsenic compounds,243.6,HECLA MINING CO
599,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Lead and lead compounds,83.0,HECLA MINING CO
600,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Barium and barium compounds,61.0,HECLA MINING CO
601,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Mercury and mercury compounds,5.9,HECLA MINING CO
602,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
603,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
604,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Copper and copper compounds,0.0,HECLA MINING CO
605,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2014,Air,Manganese and manganese compounds,0.0,HECLA MINING CO
625,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Zinc and zinc compounds,14240.0,HECLA MINING CO
626,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Arsenic and arsenic compounds,243.9,HECLA MINING CO
627,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Lead and lead compounds,88.0,HECLA MINING CO
628,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Mercury and mercury compounds,5.6,HECLA MINING CO
629,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
630,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
631,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Copper and copper compounds,0.0,HECLA MINING CO
632,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2015,Air,Manganese and manganese compounds,0.0,HECLA MINING CO
649,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Zinc and zinc compounds,13587.0,HECLA MINING CO
650,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Arsenic and arsenic compounds,162.0,HECLA MINING CO
651,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Lead and lead compounds,105.0,HECLA MINING CO
652,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Barium and barium compounds,22.0,HECLA MINING CO
653,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Mercury and mercury compounds,5.699999999999999,HECLA MINING CO
654,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Manganese and manganese compounds,1.0,HECLA MINING CO
655,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
656,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
657,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2016,Air,Copper and copper compounds,0.0,HECLA MINING CO
676,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Zinc and zinc compounds,14248.0,HECLA MINING CO
677,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Barium and barium compounds,3240.0,HECLA MINING CO
678,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Arsenic and arsenic compounds,214.0,HECLA MINING CO
679,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Lead and lead compounds,104.3,HECLA MINING CO
680,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Mercury and mercury compounds,5.3,HECLA MINING CO
681,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Manganese and manganese compounds,1.0,HECLA MINING CO
682,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
683,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
684,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2017,Air,Copper and copper compounds,0.0,HECLA MINING CO
708,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Zinc and zinc compounds,14565.0,HECLA MINING CO
709,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Barium and barium compounds,3370.0,HECLA MINING CO
710,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Arsenic and arsenic compounds,238.0,HECLA MINING CO
711,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Lead and lead compounds,103.9,HECLA MINING CO
712,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Mercury and mercury compounds,5.1,HECLA MINING CO
713,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Manganese and manganese compounds,1.0,HECLA MINING CO
714,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
715,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
716,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2018,Air,Copper and copper compounds,0.0,HECLA MINING CO
736,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Zinc and zinc compounds,13923.0,HECLA MINING CO
737,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Barium and barium compounds,3496.0,HECLA MINING CO
738,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Arsenic and arsenic compounds,215.0,HECLA MINING CO
739,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Polycyclic aromatic compounds,137.0,HECLA MINING CO
740,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Lead and lead compounds,128.9,HECLA MINING CO
741,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Mercury and mercury compounds,5.199999999999999,HECLA MINING CO
742,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Manganese and manganese compounds,1.0,HECLA MINING CO
743,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Cadmium and cadmium compounds,0.0,HECLA MINING CO
744,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Chromium and chromium compounds,0.0,HECLA MINING CO
745,HECLA GREENS CREEK MINING CO - 99801KNNCT13401,2019,Air,Copper and copper compounds,0.0,HECLA MINING CO
766,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Ammonia,18494.0,KINROSS GOLD CORP
767,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Hydrogen cyanide,15448.52,KINROSS GOLD CORP
768,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Lead and lead compounds,26.6253,KINROSS GOLD CORP
769,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Chromium and chromium compounds,3.0,KINROSS GOLD CORP
770,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Manganese and manganese compounds,2.0,KINROSS GOLD CORP
771,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Nickel and nickel compounds,0.8,KINROSS GOLD CORP
772,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Copper and copper compounds,0.28,KINROSS GOLD CORP
773,FORT KNOX MINE - 99707FRTKN1FORA,2007,Air,Mercury and mercury compounds,0.0148,KINROSS GOLD CORP
785,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Ammonia,23906.61,KINROSS GOLD CORP
786,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Hydrogen cyanide,15858.35,KINROSS GOLD CORP
787,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Lead and lead compounds,23.49,KINROSS GOLD CORP
788,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Manganese and manganese compounds,1.24,KINROSS GOLD CORP
789,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Chromium and chromium compounds,0.76,KINROSS GOLD CORP
790,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Nickel and nickel compounds,0.25,KINROSS GOLD CORP
791,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Copper and copper compounds,0.07,KINROSS GOLD CORP
792,FORT KNOX MINE - 99707FRTKN1FORA,2008,Air,Mercury and mercury compounds,0.049048,KINROSS GOLD CORP
805,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Hydrogen cyanide,16817.39,KINROSS GOLD CORP
806,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Lead and lead compounds,27.4195,KINROSS GOLD CORP
807,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Chromium and chromium compounds,1.45,KINROSS GOLD CORP
808,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Manganese and manganese compounds,1.274,KINROSS GOLD CORP
809,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Nickel and nickel compounds,0.46,KINROSS GOLD CORP
810,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Copper and copper compounds,0.16,KINROSS GOLD CORP
811,FORT KNOX MINE - 99707FRTKN1FORA,2009,Air,Mercury and mercury compounds,0.053012,KINROSS GOLD CORP
824,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Hydrogen cyanide,2236.9,KINROSS GOLD CORP
825,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Lead and lead compounds,12.7046,KINROSS GOLD CORP
826,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Chromium and chromium compounds,2.275,KINROSS GOLD CORP
827,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Manganese and manganese compounds,1.475,KINROSS GOLD CORP
828,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Nickel and nickel compounds,0.72,KINROSS GOLD CORP
829,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Copper and copper compounds,0.26,KINROSS GOLD CORP
830,FORT KNOX MINE - 99707FRTKN1FORA,2010,Air,Mercury and mercury compounds,0.017034,KINROSS GOLD CORP
843,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Hydrogen cyanide,4025.0,KINROSS GOLD CORP
844,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Xylene (mixed isomers),650.0,KINROSS GOLD CORP
845,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Lead and lead compounds,40.3,KINROSS GOLD CORP
846,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Mercury and mercury compounds,23.9,KINROSS GOLD CORP
847,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Copper and copper compounds,1.0,KINROSS GOLD CORP
848,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Chromium and chromium compounds,0.0,KINROSS GOLD CORP
849,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Manganese and manganese compounds,0.0,KINROSS GOLD CORP
850,FORT KNOX MINE - 99707FRTKN1FORA,2011,Air,Nickel and nickel compounds,0.0,KINROSS GOLD CORP
861,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Hydrogen cyanide,4525.0,KINROSS GOLD CORP
862,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Xylene (mixed isomers),930.0,KINROSS GOLD CORP
863,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Lead and lead compounds,47.0,KINROSS GOLD CORP
864,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Mercury and mercury compounds,23.2,KINROSS GOLD CORP
865,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Copper and copper compounds,2.0,KINROSS GOLD CORP
866,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Chromium and chromium compounds,0.0,KINROSS GOLD CORP
867,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Manganese and manganese compounds,0.0,KINROSS GOLD CORP
868,FORT KNOX MINE - 99707FRTKN1FORA,2012,Air,Nickel and nickel compounds,0.0,KINROSS GOLD CORP
879,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Hydrogen cyanide,11025.0,KINROSS GOLD CORP
880,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Lead and lead compounds,59.6,KINROSS GOLD CORP
881,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Mercury and mercury compounds,20.4,KINROSS GOLD CORP
882,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Copper and copper compounds,1.0,KINROSS GOLD CORP
883,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Dioxin and dioxin-like compounds,0.00023009175,KINROSS GOLD CORP
884,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Chromium and chromium compounds,0.0,KINROSS GOLD CORP
885,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Manganese and manganese compounds,0.0,KINROSS GOLD CORP
886,FORT KNOX MINE - 99707FRTKN1FORA,2013,Air,Nickel and nickel compounds,0.0,KINROSS GOLD CORP
896,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Hydrogen cyanide,9325.0,KINROSS GOLD CORP
897,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Lead and lead compounds,63.0,KINROSS GOLD CORP
898,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Mercury and mercury compounds,0.8999999999999999,KINROSS GOLD CORP
899,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Dioxin and dioxin-like compounds,0.000245637,KINROSS GOLD CORP
900,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Chromium and chromium compounds,0.0,KINROSS GOLD CORP
901,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Copper and copper compounds,0.0,KINROSS GOLD CORP
902,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Manganese and manganese compounds,0.0,KINROSS GOLD CORP
903,FORT KNOX MINE - 99707FRTKN1FORA,2014,Air,Nickel and nickel compounds,0.0,KINROSS GOLD CORP
914,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Cyanide compounds,5535.0,KINROSS GOLD CORP
915,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Ammonia,2900.0,KINROSS GOLD CORP
916,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Lead and lead compounds,89.6,KINROSS GOLD CORP
917,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Manganese and manganese compounds,88.0,KINROSS GOLD CORP
918,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Nickel and nickel compounds,86.0,KINROSS GOLD CORP
919,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Zinc and zinc compounds,58.0,KINROSS GOLD CORP
920,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Chromium and chromium compounds,39.0,KINROSS GOLD CORP
921,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Arsenic and arsenic compounds,19.0,KINROSS GOLD CORP
922,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Copper and copper compounds,14.0,KINROSS GOLD CORP
923,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Mercury and mercury compounds,7.3,KINROSS GOLD CORP
924,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Dioxin and dioxin-like compounds,0.000263340945,KINROSS GOLD CORP
925,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Antimony and antimony compounds,0.0,KINROSS GOLD CORP
926,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Barium and barium compounds,0.0,KINROSS GOLD CORP
927,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Beryllium and beryllium compounds,0.0,KINROSS GOLD CORP
928,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Silver and silver compounds,0.0,KINROSS GOLD CORP
929,FORT KNOX MINE - 99707FRTKN1FORA,2015,Air,Vanadium and vanadium compounds,0.0,KINROSS GOLD CORP
951,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Cyanide compounds,6003.0,KINROSS GOLD CORP
952,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,"Hexane, n-",564.0,KINROSS GOLD CORP
953,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Barium and barium compounds,250.0,KINROSS GOLD CORP
954,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Lead and lead compounds,214.8,KINROSS GOLD CORP
955,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Manganese and manganese compounds,146.0,KINROSS GOLD CORP
956,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Zinc and zinc compounds,51.0,KINROSS GOLD CORP
957,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Xylene (mixed isomers),34.0,KINROSS GOLD CORP
958,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Chromium and chromium compounds,28.0,KINROSS GOLD CORP
959,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Copper and copper compounds,19.0,KINROSS GOLD CORP
960,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Nickel and nickel compounds,19.0,KINROSS GOLD CORP
961,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Polycyclic aromatic compounds,17.0,KINROSS GOLD CORP
962,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Arsenic and arsenic compounds,14.0,KINROSS GOLD CORP
963,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Vanadium and vanadium compounds,10.0,KINROSS GOLD CORP
964,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Mercury and mercury compounds,7.8,KINROSS GOLD CORP
965,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Selenium and selenium compounds,7.0,KINROSS GOLD CORP
966,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Beryllium and beryllium compounds,1.0,KINROSS GOLD CORP
967,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Dioxin and dioxin-like compounds,0.000281799,KINROSS GOLD CORP
968,FORT KNOX MINE - 99707FRTKN1FORA,2016,Air,Thallium and thallium compounds,0.0,KINROSS GOLD CORP
984,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Cyanide compounds,6603.0,KINROSS GOLD CORP
985,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Ammonia,2300.0,KINROSS GOLD CORP
986,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Lead and lead compounds,80.8,KINROSS GOLD CORP
987,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Manganese and manganese compounds,62.0,KINROSS GOLD CORP
988,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Zinc and zinc compounds,56.0,KINROSS GOLD CORP
989,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Chromium and chromium compounds,45.0,KINROSS GOLD CORP
990,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Nickel and nickel compounds,37.0,KINROSS GOLD CORP
991,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Arsenic and arsenic compounds,17.0,KINROSS GOLD CORP
992,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Copper and copper compounds,15.0,KINROSS GOLD CORP
993,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Polycyclic aromatic compounds,14.0,KINROSS GOLD CORP
994,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Mercury and mercury compounds,6.699999999999998,KINROSS GOLD CORP
995,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Cobalt and cobalt compounds,1.0,KINROSS GOLD CORP
996,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Dioxin and dioxin-like compounds,0.0002480625,KINROSS GOLD CORP
997,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Beryllium and beryllium compounds,0.0,KINROSS GOLD CORP
998,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Selenium and selenium compounds,0.0,KINROSS GOLD CORP
999,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Thallium and thallium compounds,0.0,KINROSS GOLD CORP
1000,FORT KNOX MINE - 99707FRTKN1FORA,2017,Air,Vanadium and vanadium compounds,0.0,KINROSS GOLD CORP
1017,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Cyanide compounds,5602.0,KINROSS GOLD CORP
1018,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Ammonia,2300.0,KINROSS GOLD CORP
1019,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Lead and lead compounds,61.1,KINROSS GOLD CORP
1020,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Manganese and manganese compounds,52.0,KINROSS GOLD CORP
1021,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Zinc and zinc compounds,45.0,KINROSS GOLD CORP
1022,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Chromium and chromium compounds,39.0,KINROSS GOLD CORP
1023,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Nickel and nickel compounds,33.0,KINROSS GOLD CORP
1024,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Selenium and selenium compounds,32.0,KINROSS GOLD CORP
1025,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Arsenic and arsenic compounds,16.0,KINROSS GOLD CORP
1026,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Copper and copper compounds,14.0,KINROSS GOLD CORP
1027,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Polycyclic aromatic compounds,14.0,KINROSS GOLD CORP
1028,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Beryllium and beryllium compounds,7.0,KINROSS GOLD CORP
1029,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Mercury and mercury compounds,6.4,KINROSS GOLD CORP
1030,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Cobalt and cobalt compounds,1.0,KINROSS GOLD CORP
1031,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Dioxin and dioxin-like compounds,0.0002401245,KINROSS GOLD CORP
1032,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Thallium and thallium compounds,0.0,KINROSS GOLD CORP
1033,FORT KNOX MINE - 99707FRTKN1FORA,2018,Air,Vanadium and vanadium compounds,0.0,KINROSS GOLD CORP
1050,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Cyanide compounds,6803.0,KINROSS GOLD CORP
1051,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Ammonia,2500.0,KINROSS GOLD CORP
1052,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,"Hexane, n-",344.0,KINROSS GOLD CORP
1053,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Lead and lead compounds,82.7,KINROSS GOLD CORP
1054,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Xylene (mixed isomers),62.0,KINROSS GOLD CORP
1055,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Manganese and manganese compounds,57.0,KINROSS GOLD CORP
1056,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Zinc and zinc compounds,52.0,KINROSS GOLD CORP
1057,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Chromium and chromium compounds,35.0,KINROSS GOLD CORP
1058,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Selenium and selenium compounds,33.0,KINROSS GOLD CORP
1059,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Nickel and nickel compounds,29.0,KINROSS GOLD CORP
1060,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Arsenic and arsenic compounds,16.0,KINROSS GOLD CORP
1061,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Copper and copper compounds,15.0,KINROSS GOLD CORP
1062,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Polycyclic aromatic compounds,15.0,KINROSS GOLD CORP
1063,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Beryllium and beryllium compounds,7.0,KINROSS GOLD CORP
1064,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Mercury and mercury compounds,6.8,KINROSS GOLD CORP
1065,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Dioxin and dioxin-like compounds,0.0002507085,KINROSS GOLD CORP
1066,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Thallium and thallium compounds,0.0,KINROSS GOLD CORP
1067,FORT KNOX MINE - 99707FRTKN1FORA,2019,Air,Vanadium and vanadium compounds,0.0,KINROSS GOLD CORP
1087,POGO MINE - 99737PGMNX38MIL,2007,Air,Arsenic and arsenic compounds,101.0,NORTHERN STAR RESOURCES LTD
1088,POGO MINE - 99737PGMNX38MIL,2007,Air,Lead and lead compounds,8.8,NORTHERN STAR RESOURCES LTD
1089,POGO MINE - 99737PGMNX38MIL,2007,Air,Nickel and nickel compounds,2.0,NORTHERN STAR RESOURCES LTD
1090,POGO MINE - 99737PGMNX38MIL,2007,Air,Mercury and mercury compounds,0.3,NORTHERN STAR RESOURCES LTD
1091,POGO MINE - 99737PGMNX38MIL,2007,Air,Chromium and chromium compounds,0.0,NORTHERN STAR RESOURCES LTD
1092,POGO MINE - 99737PGMNX38MIL,2007,Air,Cobalt and cobalt compounds,0.0,NORTHERN STAR RESOURCES LTD
1093,POGO MINE - 99737PGMNX38MIL,2007,Air,Copper and copper compounds,0.0,NORTHERN STAR RESOURCES LTD
1094,POGO MINE - 99737PGMNX38MIL,2007,Air,Manganese and manganese compounds,0.0,NORTHERN STAR RESOURCES LTD
1095,POGO MINE - 99737PGMNX38MIL,2007,Air,Nitrate compounds (water dissociable),0.0,NORTHERN STAR RESOURCES LTD
1096,POGO MINE - 99737PGMNX38MIL,2007,Air,Vanadium and vanadium compounds,0.0,NORTHERN STAR RESOURCES LTD
1097,POGO MINE - 99737PGMNX38MIL,2007,Air,Zinc and zinc compounds,0.0,NORTHERN STAR RESOURCES LTD
1124,POGO MINE - 99737PGMNX38MIL,2008,Air,Xylene (mixed isomers),2102.0,NORTHERN STAR RESOURCES LTD
1125,POGO MINE - 99737PGMNX38MIL,2008,Air,Hydrogen cyanide,840.0,NORTHERN STAR RESOURCES LTD
1126,POGO MINE - 99737PGMNX38MIL,2008,Air,Propylene (Propene),717.0,NORTHERN STAR RESOURCES LTD
1127,POGO MINE - 99737PGMNX38MIL,2008,Air,Arsenic and arsenic compounds,101.0,NORTHERN STAR RESOURCES LTD
1128,POGO MINE - 99737PGMNX38MIL,2008,Air,Lead and lead compounds,10.2,NORTHERN STAR RESOURCES LTD
1129,POGO MINE - 99737PGMNX38MIL,2008,Air,Nickel and nickel compounds,3.0,NORTHERN STAR RESOURCES LTD
